"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"96","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","113","19","CyclomaticComplexity","The method 'fromConfiguration(String)' has a cyclomatic complexity of 15.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"97","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","119","59","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"98","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","148","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"99","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","158","25","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"100","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","172","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"101","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","173","64","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"102","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","198","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"103","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","207","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"104","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","216","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"105","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","220","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"106","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","229","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"107","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","229","19","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"108","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","229","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"109","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","229","19","StdCyclomaticComplexity","The method 'fromEnhancedMetadata' has a Standard Cyclomatic Complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"110","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","229","19","CognitiveComplexity","The method 'fromEnhancedMetadata(String)' has a cognitive complexity of 22, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"111","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","229","19","CyclomaticComplexity","The method 'fromEnhancedMetadata(String)' has a cyclomatic complexity of 11.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"112","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","235","59","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"113","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","264","25","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"114","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","274","25","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"115","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateConfig.cls","285","13","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"116","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","5","21","CyclomaticComplexity","The class 'DuplicateDetectionService' has a total cyclomatic complexity of 48 (highest 10).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"117","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","15","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"118","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","42","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"119","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","72","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"120","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","86","31","ApexSOQLInjection","Avoid untrusted/unescaped variables in DML query","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_security.html#apexsoqlinjection","Security","pmd"
"121","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","94","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"122","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","94","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"123","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","103","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"124","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","103","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"125","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","103","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"126","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","119","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"127","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","119","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"128","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","119","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"129","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","132","13","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"130","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","132","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"131","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","132","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"132","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","132","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"133","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","135","9","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"134","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","135","9","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"135","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","144","13","ExcessiveParameterList","Avoid long parameter lists.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#excessiveparameterlist","Design","pmd"
"136","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","144","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"137","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","144","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"138","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","144","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"139","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","166","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"140","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","166","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"141","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","166","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"142","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","177","21","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"143","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","193","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"144","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","193","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"145","3","/Users/richard/duplication_manager/duplication-manager/force-app/main/default/classes/DuplicateDetectionService.cls","193","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
